Charge Type,Charge Description,row_count,total_value,Major Category,Subcategory,Method
Dest. Administrative Handling Base Rate EUR 30;00,Dest. Administrative Handling Base Rate EUR 30;00,1,30.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Dest. Airport Fees,Dest. Airport Fees,6,135.0,Taxes & Customs,Duty & Import Tax,tfidf_fallback
Dest. Airport Fees - Base Rate EUR 15;00,Dest. Airport Fees - Base Rate EUR 15;00,3,45.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Dest. Airport Fees - Base Rate EUR 15;00 ,Dest. Airport Fees - Base Rate EUR 15;00 ,1,15.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Dest. Airport Fees Base Rate,Dest. Airport Fees Base Rate,1,30.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Dest. Airport Fees Base Rate EUR,Dest. Airport Fees Base Rate EUR,1,30.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Dest. Airport Fees Base Rate EUR 30;00,Dest. Airport Fees Base Rate EUR 30;00,1,30.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Dest. Terminal Handling,Dest. Terminal Handling,3,457.88,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarden Greater of (Min Rate EUR 18;00; 87 Kilogram(s) @ EUR 0;15/KG),Dest. Terminal Handling-Forwarden Greater of (Min Rate EUR 18;00; 87 Kilogram(s) @ EUR 0;15/KG),1,18.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder,Dest. Terminal Handling-Forwarder,1,362.88,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder - Greater of (Min,Dest. Terminal Handling-Forwarder - Greater of (Min,3,581.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder 0;18/KG,Dest. Terminal Handling-Forwarder 0;18/KG,1,18.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder 224 0;56/KG,Dest. Terminal Handling-Forwarder 224 0;56/KG,1,125.44,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 18;00; 1412;5 Kilogram(s) @ EUR 0;15/KG),Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 18;00; 1412;5 Kilogram(s) @ EUR 0;15/KG),1,211.88,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 35;00; 274 Kilogram(s) @ EUR 0;148/KG),Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 35;00; 274 Kilogram(s) @ EUR 0;148/KG),1,40.55,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 42;00; 588;5 Kilogram(s) @ EUR 0;30/KG),Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 42;00; 588;5 Kilogram(s) @ EUR 0;30/KG),1,176.55,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 56;70; 328 Kilogram(s) @ EUR 0;56/KG),Dest. Terminal Handling-Forwarder Greater of (Min Rate EUR 56;70; 328 Kilogram(s) @ EUR 0;56/KG),1,183.68,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Destination Charges Per Kilo,Destination Charges Per Kilo,11,7926.99,Taxes & Customs,Customs / Brokerage,tfidf_fallback
Destination Charges Per Shipment,Destination Charges Per Shipment,18,2591.58,Administrative & Service Fees,Billing Adjustment / Correction,tfidf_fallback
Destination Handling,Destination Handling,10,5108.72,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Destination Other Charges,Destination Other Charges,2,640.0,Taxes & Customs,Customs / Brokerage,tfidf_fallback
Destination Terminal Handling,Destination Terminal Handling,2,151.81,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Destination Terminal Handling Charges,Destination Terminal Handling Charges,7,1061.85,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Detention,Detention,3,580.5,Other / Uncategorized,Unclassified,none
Dicount,Dicount,2,-1448.89,Discounts,General Discount,tfidf_fallback
Diesal Surcharge,Diesal Surcharge,3,451.4,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,tfidf_fallback
Dieseltoeslag,Dieseltoeslag,4,371.90999999999997,Other / Uncategorized,Unclassified,none
Dieseltoeslag ,Dieseltoeslag ,5,353.85,Other / Uncategorized,Unclassified,none
DieseltoeslagÂ ,DieseltoeslagÂ ,2,236.65,Other / Uncategorized,Unclassified,none
Direct Delivery Only,Direct Delivery Only,1,2.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Direct Signature Req.,Direct Signature Req.,288,2188.7999999999997,Accessorial / Delivery Surcharge,Signature Required,rule
Disbursement Fee,Disbursement Fee,551,6092.34,Administrative & Service Fees,Disbursement Fee,rule
Discount,0047690 DISC AMT/MIN CHG,1,-476.9,Discounts,General Discount,rule
Discount,0048990 DISC AMT/MIN CHG FLR APPL,1,-489.9,Discounts,General Discount,rule
Discount,0056300 DISC AMT/MIN CHG FLR APPL,1,-563.0,Discounts,General Discount,rule
Discount,0073110 DISC AMT/MIN CHG FLR APPL,1,-731.1,Discounts,General Discount,rule
Discount,0128890 DISC AMT/MIN,1,-1288.9,Discounts,General Discount,rule
Discount,10.00% DISC,2,-35.53,Discounts,General Discount,rule
Discount,75.00% DISCOUNT,6,-11103.82,Discounts,General Discount,rule
Discount,795 LESS DISCOUNT,2,-5662.9,Discounts,General Discount,rule
Discount,795 LESS DISCOUNT 21873-9000-FXF-6,1,-3581.95,Discounts,General Discount,rule
Discount,800 LESS DISCOUNT,2,-1893.8899999999999,Discounts,General Discount,rule
Discount,800 LESS DISCOUNT 21873-9000-FXF-3,1,-763.91,Discounts,General Discount,rule
Discount,DISC AMT/MIN CHG FLR APPL,2,-1225.79,Discounts,General Discount,rule
Discount,DISC DISCOUNT 87.10%,1,-1652.92,Discounts,General Discount,rule
Discount,DISC DISCOUNT 91.80%,1,-23943.46,Discounts,General Discount,rule
Discount,DISCOUNT,5,-15436.890000000001,Discounts,General Discount,rule
Discount,DISCOUNT DISC 87.10%,14,-10105.91,Discounts,General Discount,rule
Discount,DISCOUNT DISC 87.60%,2,-1488.6,Discounts,General Discount,rule
Discount,DISCOUNT DISC 87;10%,1,-344.19,Discounts,General Discount,rule
Discount,DISCOUNT DISC 88.10%,6,-4166.65,Discounts,General Discount,rule
Discount,DISCOUNT DISC 88.20%,7,-8427.5,Discounts,General Discount,rule
Discount,DISCOUNT DISC 88.90%,9,-16807.76,Discounts,General Discount,rule
Discount,DISCOUNT DISC 88;10%,2,-2386.13,Discounts,General Discount,rule
Discount,DISCOUNT DISC 88;20%,1,-828.85,Discounts,General Discount,rule
Discount,DISCOUNT DISC 88;90%,4,-2987.66,Discounts,General Discount,rule
Discount,DISCOUNT DISC 89.60%,4,-10966.830000000002,Discounts,General Discount,rule
Discount,DISCOUNT DISC 90.20%,2,-2436.48,Discounts,General Discount,rule
Discount,DISCOUNT DISC 90.40%,2,-1898.06,Discounts,General Discount,rule
Discount,DISCOUNT DISC 90.50%,2,-4026.1,Discounts,General Discount,rule
Discount,DISCOUNT DISC 90.80%,45,-49524.21,Discounts,General Discount,rule
Discount,DISCOUNT DISC 90;80%,3,-2992.4300000000003,Discounts,General Discount,rule
Discount,DISCOUNT DISC 91.20%,17,-29023.23,Discounts,General Discount,rule
Discount,DISCOUNT DISC 91.30%,4,-8677.1,Discounts,General Discount,rule
Discount,DISCOUNT DISC 91.80%,1,-1978.04,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92.10%,10,-25281.46,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92.30%,1,-973.95,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92.60%,2,-1761.69,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92.70%,7,-12770.300000000001,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92.80%,11,-20191.670000000002,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92;30%,1,-630.2,Discounts,General Discount,rule
Discount,DISCOUNT DISC 92;70%,1,-1466.81,Discounts,General Discount,rule
Discount,DISCOUNT DISC 93.20%,4,-4747.94,Discounts,General Discount,rule
Discount,DISCOUNT DISC 93;20%,2,-938.61,Discounts,General Discount,rule
Discount,DISCOUNT DISC 94.40%,2,-2783.52,Discounts,General Discount,rule
Discount,DISCOUNT DISC 94;50%,2,-1866.6100000000001,Discounts,General Discount,rule
Discount,Discount,35526,-2649480.67,Discounts,General Discount,rule
Discount,Discount 1 Each -$16;369.06,1,-16369.06,Discounts,General Discount,rule
Discount,Discount 1 Each -$180.95,1,-180.95,Discounts,General Discount,rule
Discount,Discount 1 Each -$1;271.35,1,-1271.35,Discounts,General Discount,rule
Discount,Discount 1 Each -$245.00,1,-245.0,Discounts,General Discount,rule
Discount,Discount 1 Each -$262.56,1,-262.56,Discounts,General Discount,rule
Discount,Discount 1 Each -$283.30,1,-283.3,Discounts,General Discount,rule
Discount,Discount 1 Each -$3;101.19,1,-3101.19,Discounts,General Discount,rule
Discount,Discount 1 Each -$441.72,1,-441.72,Discounts,General Discount,rule
Discount,Discount 1 Each -$908.94,1,-908.94,Discounts,General Discount,rule
Discount,Discount Allowed 68.00%,1,-828.19,Discounts,General Discount,rule
Discount,Discount Allowed 80.00%,2,-6652.08,Discounts,General Discount,rule
Discount,Discount Allowed 81.00%,1,-1835.54,Discounts,General Discount,rule
Discount,Discount Allowed 82.00% ,1,-2011.71,Discounts,General Discount,rule
Discount,Discount Allowed 83.00%,1,-2479.94,Discounts,General Discount,rule
Discount,Discount Allowed 85.00,1,-1263.41,Discounts,General Discount,rule
Discount,Discount Allowed 85.00%,5,-12167.29,Discounts,General Discount,rule
Discount,Discount Allowed 87.00,1,-1214.64,Discounts,General Discount,rule
Discount,Discount Allowed 87.00%,6,-26632.199999999997,Discounts,General Discount,rule
Discount,Discount Allowed 89.00%,1,-2978.83,Discounts,General Discount,rule
Discount,Discount Allowed 90.50%,2,-14549.01,Discounts,General Discount,rule
Discount,Discount Allowed 90;50%,1,-2501.17,Discounts,General Discount,rule
Discount,ITEM 116030 SUB : 7 TELECOMMUNICATIONS NMFC# 116030 --> R&L'S DISCOUNT SAVES YOU,1,269.5,Discounts,General Discount,rule
Discount,LESS DISCOUNT,3,-4942.37,Discounts,General Discount,rule
Discount,LOGISTICS XPO DISCOUNT SAVES YOU,3,-3308.61,Discounts,General Discount,rule
Discount,PROCESSING; OR COMPONENTS; PARTS OR R&L'S DISCOUNT SAVES YOU,2,-109.08,Discounts,General Discount,rule
Discount,R&L'S DISCOUNT SAVES YOU,155,-16021.8,Discounts,General Discount,rule
Discount,XPO LOGISTICS DISCOUNT SAVES YOU,292,-420383.83,Discounts,General Discount,rule
Discount Allowed 80.00%,Discount Allowed 80.00%,1,-3833.8,Discounts,General Discount,rule
Discount Allowed 81.00%,Discount Allowed 81.00%,1,-1457.22,Discounts,General Discount,rule
Discount Allowed 82.00%,Discount Allowed 82.00%,1,-898.52,Discounts,General Discount,rule
Discount Allowed 85.00%,Discount Allowed 85.00%,3,-6586.47,Discounts,General Discount,rule
Discount Allowed 87.00%,Discount Allowed 87.00%,1,-9363.38,Discounts,General Discount,rule
Discount Allowed 90.50%,Discount Allowed 90.50%,5,-15139.189999999999,Discounts,General Discount,rule
Document Processing Fee,Document Processing Fee,35,875.0,Administrative & Service Fees,Document Fee,tfidf_fallback
Document Turnover Fee,Document Turnover Fee,1,50.0,Administrative & Service Fees,Document Fee,tfidf_fallback
Dom. Express Saver,Dom. Express Saver,7,77.07,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
Dom. Express Saver Aanpassing,Dom. Express Saver Aanpassing,2,11.16,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
Dom. Rep. Customs User Fee,Dom. Rep. Customs User Fee,2,0.5,Taxes & Customs,Customs / Brokerage,rule
Domestic Air Freight,Domestic Air Freight,3,2041.22,Line Haul / Base Transportation,Air Freight,rule
Driving Additional Miles,Driving Additional Miles,1227,85643.01,Accessorial / Delivery Surcharge,Wait Time / Mileage / Toll,rule
Dry Ice,Dry Ice,2,17.0,Other / Uncategorized,Unclassified,none
Duties,Duties,73,2460.54,Taxes & Customs,Duty & Import Tax,rule
Duty,Duty,10,24452.29,Taxes & Customs,Duty & Import Tax,rule
Duty Amount,Duty Amount,57,19325.5,Taxes & Customs,Duty & Import Tax,rule
Duty Tax Importer,Duty Tax Importer,4,64.06,Taxes & Customs,Duty & Import Tax,rule
Duty and Tax Forwarding Surcharge,Duty and Tax Forwarding Surcharge,175,2625.0,Taxes & Customs,Duty & Import Tax,rule
ECT EMPTY RETUN SLOT,ECT EMPTY RETUN SLOT,1,38.0,Other / Uncategorized,Unclassified,none
ECT PICK UP SLOT,ECT PICK UP SLOT,1,38.0,Administrative & Service Fees,Pickup Service,tfidf_fallback
EDI Fee,EDI Fee,1,5.25,Other / Uncategorized,Unclassified,none
EEI - Internet Request,EEI - Internet Request,15,195.0,Taxes & Customs,Customs / Brokerage,rule
EEI - Manual Request,EEI - Manual Request,5,65.0,Taxes & Customs,Customs / Brokerage,rule
EIR & SEAL FEE,EIR & SEAL FEE,1,15.0,Other / Uncategorized,Unclassified,none
ELECTRONIC EXPORT INFORMATION,ELECTRONIC EXPORT INFORMATION,4,40.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
ELEVATED RISK,ELEVATED RISK,12,360.0,Other / Uncategorized,Unclassified,none
ENTRY FEE,ENTRY FEE,8,760.0,Other / Uncategorized,Unclassified,none
EPA Processing Fee,EPA Processing Fee,3,78.0,Taxes & Customs,Customs / Brokerage,tfidf_fallback
ETS Toeslag,ETS Toeslag,1,1.27,Other / Uncategorized,Unclassified,none
EU ETS SURCHARGE,EU ETS SURCHARGE,1,18.36,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,tfidf_fallback
EUR,EUR,2,110.0,Other / Uncategorized,Unclassified,none
EX175 MEDICAL DEVICES CLASS 175.0 (EX175) 133 25535,EX175 MEDICAL DEVICES CLASS 175.0 (EX175) 133 25535,1,339.62,Other / Uncategorized,Unclassified,none
EXPORT CLEARANCE,EXPORT CLEARANCE,26,1170.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
EXPORT CUSTOMS CLEARANCE FEE,EXPORT CUSTOMS CLEARANCE FEE,3,130.34,Taxes & Customs,Customs / Brokerage,rule
EXPORT DECLARATION,EXPORT DECLARATION,278,4245.0,Taxes & Customs,Customs / Brokerage,rule
EXTENDED LIABILITY,EXTENDED LIABILITY,12,60.0,Other / Uncategorized,Unclassified,none
EXTRA AFHALING,EXTRA AFHALING,1,35.0,Other / Uncategorized,Unclassified,none
EXTRASTOP,EXTRASTOP,1,75.0,Other / Uncategorized,Unclassified,none
Early Surcharge,Early Surcharge,37,990.0,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,tfidf_fallback
Earned Discount,Earned Discount,22904,-375705.98,Discounts,Earned Discount,rule
Electronic Export Information Fee,Electronic Export Information Fee,15,225.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Entry Line Charge,Entry Line Charge,58,916.44,Taxes & Customs,Customs / Brokerage,rule
Entry Prep Fee,Entry Prep Fee,122,5882.59,Other / Uncategorized,Unclassified,none
Environmental Fee,Environmental Fee,3,7.5,Administrative & Service Fees,Document Fee,tfidf_fallback
Expedited,Expedited,8,233.45000000000002,Other / Uncategorized,Unclassified,none
Export Acceptance,Export Acceptance,4,40.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Export Acceptance 0,Export Acceptance 0,4,40.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Export Acceptance DNATA 0,Export Acceptance DNATA 0,1,29.5,Line Haul / Base Transportation,International / Export / Import Freight,rule
Export Acceptance ,Export Acceptance ,2,20.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Export Clearance,Export Clearance,2,50.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Export Customs Clearance,Export Customs Clearance,31,995.0,Taxes & Customs,Customs / Brokerage,rule
Export Customs Clearance Base Rate EUR,Export Customs Clearance Base Rate EUR,1,27.5,Taxes & Customs,Customs / Brokerage,rule
Export Customs Clearance Base Rate EUR 27;50 Zero Rated 1.,Export Customs Clearance Base Rate EUR 27;50 Zero Rated 1.,1,27.5,Taxes & Customs,Customs / Brokerage,rule
Export Customs Clearance Charges,Export Customs Clearance Charges,1,55.23,Taxes & Customs,Customs / Brokerage,rule
Export Customs Clearance Charges - Export clearance EUR 35 for one HS code;,Export Customs Clearance Charges - Export clearance EUR 35 for one HS code;,2,105.75,Taxes & Customs,Customs / Brokerage,rule
Export Customs Clearance Fee,Export Customs Clearance Fee,3,170.0,Taxes & Customs,Customs / Brokerage,rule
Export Customs clearance,Export Customs clearance,5,137.5,Taxes & Customs,Customs / Brokerage,rule
Express,Express,93,3415.19,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
Express Early,Express Early,2,139.52,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
Express Early Shipment,Express Early Shipment,1,90.32,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
Express Saver,Express Saver,7,233.39,Line Haul / Base Transportation,International / Export / Import Freight,tfidf_fallback
Express Saver Third Party,Express Saver Third Party,1,68.57,Administrative & Service Fees,Third Party Billing,tfidf_fallback
Extended Area Surcharge,Extended Area Surcharge,3,183.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Extended Pickup Area Surcharge,Extended Pickup Area Surcharge,1,8.3,Administrative & Service Fees,Pickup Service,rule
Extra Duties,Extra Duties,1,6103.87,Taxes & Customs,Duty & Import Tax,rule
FDA Clearance,FDA Clearance,13,398.0,Other / Uncategorized,Unclassified,none
FDA PROCESSING,FDA PROCESSING,15,675.0,Taxes & Customs,Customs / Brokerage,tfidf_fallback
FLAT,FLAT,8,7625.0,Taxes & Customs,VAT,tfidf_fallback
FLAT CHICAGO METRO CHARGE,FLAT CHICAGO METRO CHARGE,1,86.0,Other / Uncategorized,Unclassified,none
FORWARDING FEES/DOCUMENTATION,FORWARDING FEES/DOCUMENTATION,2,50.0,Administrative & Service Fees,Document Fee,tfidf_fallback
FREE DOMICILE CHARGE,FREE DOMICILE CHARGE,2,60.0,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
FREIGHT,FREIGHT,5,257.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FREIGHT CHARGE,FREIGHT CHARGE,32,8475.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT AIR FREIGHT 1.000 1010.0000,FRT AIR FREIGHT 1.000 1010.0000,1,1010.0,Line Haul / Base Transportation,Air Freight,rule
FRT AIR FREIGHT 1.000 108.0000,FRT AIR FREIGHT 1.000 108.0000,1,108.0,Line Haul / Base Transportation,Air Freight,rule
FRT AIR FREIGHT 1.000 117.0000,FRT AIR FREIGHT 1.000 117.0000,1,117.0,Line Haul / Base Transportation,Air Freight,rule
FRT AIR FREIGHT 1.000 2240.0000,FRT AIR FREIGHT 1.000 2240.0000,1,2240.0,Line Haul / Base Transportation,Air Freight,rule
FRT AIR FREIGHT 11.000,FRT AIR FREIGHT 11.000,1,1705.0,Line Haul / Base Transportation,Air Freight,rule
FRT FREIGHT CHARGE 1.000 110.0000,FRT FREIGHT CHARGE 1.000 110.0000,2,220.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1.000 119.0000,FRT FREIGHT CHARGE 1.000 119.0000,1,119.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1.000 145.0000,FRT FREIGHT CHARGE 1.000 145.0000,1,145.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1.000 153.0000,FRT FREIGHT CHARGE 1.000 153.0000,1,153.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1.000 60.0000,FRT FREIGHT CHARGE 1.000 60.0000,1,60.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1.000 90.0000,FRT FREIGHT CHARGE 1.000 90.0000,1,90.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1115.0000,FRT FREIGHT CHARGE 1115.0000,1,1115.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 1155.0000,FRT FREIGHT CHARGE 1155.0000,1,1155.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 225.0000,FRT FREIGHT CHARGE 225.0000,251,56475.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 24.000,FRT FREIGHT CHARGE 24.000,2,198.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 300.0000,FRT FREIGHT CHARGE 300.0000,82,24600.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 3135.0000,FRT FREIGHT CHARGE 3135.0000,1,3135.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 3300.0000,FRT FREIGHT CHARGE 3300.0000,1,3300.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 375.0000,FRT FREIGHT CHARGE 375.0000,41,15375.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 450.0000,FRT FREIGHT CHARGE 450.0000,10,4500.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 525.0000,FRT FREIGHT CHARGE 525.0000,11,5775.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 600.0000,FRT FREIGHT CHARGE 600.0000,4,2400.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 750.0000,FRT FREIGHT CHARGE 750.0000,1,750.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGE 900.0000,FRT FREIGHT CHARGE 900.0000,1,900.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGES,FRT FREIGHT CHARGES,10,3999.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FRT FREIGHT CHARGES X2 pcs,FRT FREIGHT CHARGES X2 pcs,1,3320.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FSC,FSC,15,5769.89,Other / Uncategorized,Unclassified,none
FSC - ADDER,FSC - ADDER,1,95.36,Other / Uncategorized,Unclassified,none
FSC ADDER,FSC ADDER,26,13024.4,Other / Uncategorized,Unclassified,none
FSC E,FSC E,9,5570.15,Other / Uncategorized,Unclassified,none
FSC FUEL SURCHARGE 34.60%,FSC FUEL SURCHARGE 34.60%,1,227.54,Fuel Surcharge,Domestic Fuel Surcharge,rule
FSC-ADDER,FSC-ADDER,1,98.1,Other / Uncategorized,Unclassified,none
FUEL SURCHARGE,FUEL SURCHARGE,2425,30852.15,Fuel Surcharge,Domestic Fuel Surcharge,rule
FUEL-INDEX,FUEL-INDEX,23,19167.64,Fuel Surcharge,Domestic Fuel Surcharge,rule
Facility Fee Import,Facility Fee Import,1,125.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Faucets; Bibcocks; Gate Valves or 070 540 70103,Faucets; Bibcocks; Gate Valves or 070 540 70103,1,3785.56,Other / Uncategorized,Unclassified,none
Faucets; Bibcocks; Gate Valves or 175 254 201717,Faucets; Bibcocks; Gate Valves or 175 254 201717,1,5123.61,Other / Uncategorized,Unclassified,none
FederalTax,FederalTax,14,90.85,Other / Uncategorized,Unclassified,none
Fee - Handling/Handoven Import,Fee - Handling/Handoven Import,1,95.0,Taxes & Customs,Duty & Import Tax,rule
Fgl- Lg 18x18x18,Fgl- Lg 18x18x18,1,23.99,Other / Uncategorized,Unclassified,none
Filler - Fragile Small,Filler - Fragile Small,1,8.99,Other / Uncategorized,Unclassified,none
Filler Only Pkg LG,Filler Only Pkg LG,1,5.99,Other / Uncategorized,Unclassified,none
Filler Only Pkg MD,Filler Only Pkg MD,1,4.99,Other / Uncategorized,Unclassified,none
Filler Only Pkg SM,Filler Only Pkg SM,1,3.99,Other / Uncategorized,Unclassified,none
Fix Levering ,Fix Levering ,1,80.0,Other / Uncategorized,Unclassified,none
Food and Drug Administration Clearance,Food and Drug Administration Clearance,2,58.0,Other / Uncategorized,Unclassified,none
"Fragile- Large, 20x20x20","Fragile- Large, 20x20x20",1,26.99,Other / Uncategorized,Unclassified,none
"Fragile- Large, 23x17x12","Fragile- Large, 23x17x12",2,47.98,Other / Uncategorized,Unclassified,none
"Fragile- Large, 24x24x24","Fragile- Large, 24x24x24",1,30.99,Other / Uncategorized,Unclassified,none
"Fragile- Small, 8x8x8","Fragile- Small, 8x8x8",1,13.49,Other / Uncategorized,Unclassified,none
Freight,0002183468 ACTUATORS,1,4465.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,0002199408 SHPR# ACTUATORS,1,622.62,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 100 M,3,2431.62,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 135 M,1,1061.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 143 M,1,992.88,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 159 M,1,755.81,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 165 M,1,1052.04,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 184 M,1,757.45,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 189 746.94,1,1411.72,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 190 518.02,1,984.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 191 M,1,780.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 200 M,1,757.71,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 203 720.98,1,1463.59,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 205 609.25,1,1248.96,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 206 459.43,1,946.43,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 210 559.52,1,1174.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 213 M,1,755.81,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 220 459.43,1,1010.75,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 223 526.83,1,1174.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
