Charge Type,Charge Description,row_count,total_value,Major Category,Subcategory,Method
Freight,Next Day Air Early Commercial Collect,5,1315.7,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Early Commercial Third Party,4,390.90999999999997,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Saver Commercial,13,365.24,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Saver Commercial Collect,6,694.9300000000001,Line Haul / Base Transportation,Air Freight,rule
Freight,Next Day Air Saver Commercial Third Party,12,1233.97,Line Haul / Base Transportation,Air Freight,rule
Freight,Not Previously Billed 2nd Day Air Commercial,1,19.58,Line Haul / Base Transportation,Air Freight,rule
Freight,Not Previously Billed Delivery Confirmation Signature - Commercial,1,7.7,Accessorial / Delivery Surcharge,Signature Required,rule
Freight,Not Previously Billed Ground Commercial,12,185.57999999999998,Line Haul / Base Transportation,Ground,rule
Freight,Not Previously Billed Next Day Air Commercial,1,38.66,Line Haul / Base Transportation,Air Freight,rule
Freight,PALLET PLASTIC ARTICLES - DENSITY 6 BUT LE 125.0 223 73.03,1,162.86,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PALLETS PLASTIC ARTICLES - DENSITY 4 BUT LE 175.0 900 330.97,1,2978.73,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT DG CONTROL VALVES 47X32X48 CL60 60 1260 30.55,1,384.93,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT DG CONTROL VALVES CL65 65 980 30.55,1,299.39,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT STC 1 PC DG CONTROL VALVES CL65 65 1240 34.41,1,426.68,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT STC 1 PC DG CONTROL VALVES CL65 65 410 34.41,1,141.08,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT STC 1 PC DG CONTROL VALVES CL65 65 555 41.20,1,228.66,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT VALVES I&S OR NP IT-51080-7 60 11300 15.43,1,1743.59,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,PLT VALVES I&S OR NP IT-51080-7 60 2450 23.51,1,576.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Paper Commercial Invoice Surcharge,11,455.0,Taxes & Customs,Customs / Brokerage,rule
Freight,Returns Ground,114,1350.65,Line Haul / Base Transportation,Ground,rule
Freight,Returns Surge Emergency Fee - Commercial,23,81.60000000000001,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,rule
Freight,SED ELECTRONIC FILING OF PR SED DOC,3,132.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,SK BUBBLE MAILERS,1,1298.03,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,SK MEDICAL SUPPLIES,1,1357.9,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,SK PLASTIC PARTS,1,1377.89,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,SK PRINTED MATTER,1,795.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,Shipping Charge Correction Ground,4382,13422.16,Administrative & Service Fees,Billing Adjustment / Correction,rule
Freight,Shipping Charge Correction Ground Commercial UPS Delivery Intercept,2,1.8,Line Haul / Base Transportation,Ground,rule
Freight,Shipping Charge Correction Ground Same Day Pickup- Document,1,8.41,Administrative & Service Fees,Billing Adjustment / Correction,rule
Freight,Shipping Charge Correction Ground Undeliverable Return,4,8.91,Administrative & Service Fees,Billing Adjustment / Correction,rule
Freight,Shipping Charge Correction Surge Emergency Fee - Commercial,13,15.68,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,rule
Freight,Surge Emergency Fee - Commercial,397,5748.16,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,rule
Freight,Transportation Charges,78,143045.04,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,UPS WorldEase Surge Emergency Fee - Commercial,1,1.28,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,rule
Freight,ZONE ADJUSTMENT Ground,8,13.79,Line Haul / Base Transportation,Ground,rule
Freight 100 KG @ EUR 9;50/KG Zero Rated 1.,Freight 100 KG @ EUR 9;50/KG Zero Rated 1.,1,950.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight 1412;5,Freight 1412;5,1,9040.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight 504,Freight 504,1,2872.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight 648,Freight 648,1,2689.2,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Charge,Freight Charge,7,4890.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Charge,This field is not yet available,144,36729.16,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Charge Freight Charge 1.00 $272.440,Freight Charge Freight Charge 1.00 $272.440,1,272.44,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Charges,Freight Charges,34,54040.56,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Greater,Freight Greater,1,959.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Greater of (Min Rate EUR 196;00. 22 Kilogram(s) @ EUR 3;19/KG),Freight Greater of (Min Rate EUR 196;00. 22 Kilogram(s) @ EUR 3;19/KG),1,196.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Greater of (Min Rate EUR Kilogram(s) @ EUR 2;13/KG),Freight Greater of (Min Rate EUR Kilogram(s) @ EUR 2;13/KG),1,1253.51,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Insurance,Freight Insurance,4,840.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight Verification,Freight Verification,1,25.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
FreightCharge,FreightCharge,32,805.0,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
Freight ,Freight ,1,2125.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Frg 22x22x22 Multi-depth Boxes,Frg 22x22x22 Multi-depth Boxes,1,27.99,Other / Uncategorized,Unclassified,none
Frg 28x28x28 275 lb Double Wall Boxes,Frg 28x28x28 275 lb Double Wall Boxes,2,69.98,Other / Uncategorized,Unclassified,none
Fuel Surcharge,Fuel Surcharge,61157,560596.42,Fuel Surcharge,Domestic Fuel Surcharge,rule
Fuel Surcharge Adjustment,Fuel Surcharge Adjustment,34,40.35,Fuel Surcharge,Domestic Fuel Surcharge,rule
Fuel Surcharge added at 18.50%,Fuel Surcharge added at 18.50%,1,62.71,Fuel Surcharge,Domestic Fuel Surcharge,rule
Fut. Day OC Pickup Mon-Fri (CS),Fut. Day OC Pickup Mon-Fri (CS),1,3.05,Administrative & Service Fees,Pickup Service,rule
Future Day Pickup - Web Request,Future Day Pickup - Web Request,4,38.6,Administrative & Service Fees,Pickup Service,rule
GAS MEASUREMENT,GAS MEASUREMENT,1,85.0,Administrative & Service Fees,Disbursement Fee,tfidf_fallback
GASTOS SUPLIDOS ADUANA,GASTOS SUPLIDOS ADUANA,2,87.12,Other / Uncategorized,Unclassified,none
GOGREEN PLUS - CARBON REDUCED,GOGREEN PLUS - CARBON REDUCED,2262,12309.0,Administrative & Service Fees,Sustainability / Carbon Fee,rule
GPS Navigation seal charge,GPS Navigation seal charge,1,350.0,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
GROUND DELIVERY SERVICE GRD,GROUND DELIVERY SERVICE GRD,3,150.0,Line Haul / Base Transportation,Ground,rule
GST Singapore,GST Singapore,2,1952.77,Taxes & Customs,GST / HST,rule
GST on Disb/Ancillary Service Fees,GST on Disb/Ancillary Service Fees,2,4.98,Taxes & Customs,GST / HST,rule
GST/HST,GST/HST,1,220.93,Taxes & Customs,GST / HST,rule
GUARANTEED,GUARANTEED,2,120.0,Other / Uncategorized,Unclassified,none
GUARANTEED BY 5PM 005001|010000 FLAT,GUARANTEED BY 5PM 005001|010000 FLAT,2,192.0,Other / Uncategorized,Unclassified,none
GUARANTEED BY 5PM FLAT 000000|005000,GUARANTEED BY 5PM FLAT 000000|005000,1,48.0,Other / Uncategorized,Unclassified,none
GUARANTEED BY NOON 000000|005000 FLAT,GUARANTEED BY NOON 000000|005000 FLAT,1,96.0,Other / Uncategorized,Unclassified,none
Gears-Motors Parts 77.5 196 MIN or therof; NOI;,Gears-Motors Parts 77.5 196 MIN or therof; NOI;,1,158.29,Administrative & Service Fees,Third Party Billing,tfidf_fallback
Gears-Motors Parts 77.5 450 MIN or therof; NOI;,Gears-Motors Parts 77.5 450 MIN or therof; NOI;,1,158.29,Administrative & Service Fees,Third Party Billing,tfidf_fallback
Government Agency Fee,Government Agency Fee,1,17.9,Other / Uncategorized,Unclassified,none
Government Tax Nigeria 0,Government Tax Nigeria 0,1,8.59,Taxes & Customs,Sales / General Tax,rule
Grace Discount,Grace Discount,11814,-228506.64,Discounts,Grace Discount,rule
H0 Delivery,H0 Delivery,2,260.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
H4 Delivery,H4 Delivery,1,260.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
H5 Delivery,H5 Delivery,1,260.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
H: 30 IN 156600-3 CLASS 250 FAK 150 128 71.37,H: 30 IN 156600-3 CLASS 250 FAK 150 128 71.37,1,91.35,Other / Uncategorized,Unclassified,none
HALF SIZED PLASTIC SKIDS 100 355 MIN,HALF SIZED PLASTIC SKIDS 100 355 MIN,1,158.29,Other / Uncategorized,Unclassified,none
HANDLI NG CHARGE-TAX -,HANDLI NG CHARGE-TAX -,2,93.48,Taxes & Customs,Sales / General Tax,rule
HANDLING,HANDLING,12,1022.77,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING CHARGE- TAX,HANDLING CHARGE- TAX,1,46.74,Taxes & Customs,Sales / General Tax,rule
HANDLING CHARGE- TAX -,HANDLING CHARGE- TAX -,2,93.48,Taxes & Customs,Sales / General Tax,rule
HANDLING CHARGE-TAX -,HANDLING CHARGE-TAX -,1,46.74,Taxes & Customs,Sales / General Tax,rule
HANDLING FEE,HANDLING FEE,1,17.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING IN,HANDLING IN,30,1550.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING OUT,HANDLING OUT,35,3150.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS,HANDLING UNITS,5,18710.66,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 1,HANDLING UNITS 1,3,6920.1900000000005,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 1 OF TYPE OTH NO DESCRIPTION ON BILL OF LADING,HANDLING UNITS 1 OF TYPE OTH NO DESCRIPTION ON BILL OF LADING,1,1740.19,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 1 OF TYPE SKID,HANDLING UNITS 1 OF TYPE SKID,1,1633.37,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 1 OF TYPE SKID Notification Prior to Delivery Indv Pcs 1 OTH,HANDLING UNITS 1 OF TYPE SKID Notification Prior to Delivery Indv Pcs 1 OTH,1,10.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 2 OF TYPE SKID,HANDLING UNITS 2 OF TYPE SKID,3,16483.25,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 7,HANDLING UNITS 7,1,6840.68,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 9 OF TYPE SKID,HANDLING UNITS 9 OF TYPE SKID,1,11955.72,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HANDLING UNITS 9 OF TYPE SKID DN 610,HANDLING UNITS 9 OF TYPE SKID DN 610,1,1087.95,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HARDWARE 100 350 30.08,HARDWARE 100 350 30.08,1,105.28,Other / Uncategorized,Unclassified,none
HARDWARE 100 525 17.70,HARDWARE 100 525 17.70,1,92.93,Other / Uncategorized,Unclassified,none
HARDWARE 50 3965 17.70,HARDWARE 50 3965 17.70,1,701.81,Other / Uncategorized,Unclassified,none
HARDWARE 50 775 17.70,HARDWARE 50 775 17.70,1,137.18,Other / Uncategorized,Unclassified,none
HARDWARE 55 561 17.70,HARDWARE 55 561 17.70,1,99.3,Other / Uncategorized,Unclassified,none
HARDWARE 55 600 17.70,HARDWARE 55 600 17.70,1,106.2,Other / Uncategorized,Unclassified,none
HARDWARE 85 220 MIN,HARDWARE 85 220 MIN,1,158.29,Other / Uncategorized,Unclassified,none
HAZARDOUS CARGO CHARGE HAZ,HAZARDOUS CARGO CHARGE HAZ,3,192.0,Other / Uncategorized,Unclassified,none
HBL + HANDLING,HBL + HANDLING,1,55.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
HBL FREIGHT MINIMUM,HBL FREIGHT MINIMUM,1,160.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
HDWE 50 3969 17.70,HDWE 50 3969 17.70,1,702.51,Other / Uncategorized,Unclassified,none
HDWE 50 3975 17.70,HDWE 50 3975 17.70,1,703.58,Other / Uncategorized,Unclassified,none
HDWR 60 2580 22.31,HDWR 60 2580 22.31,1,575.6,Other / Uncategorized,Unclassified,none
HDWR 65 430 22.31,HDWR 65 430 22.31,1,95.93,Other / Uncategorized,Unclassified,none
HDWR 65 695 30.08,HDWR 65 695 30.08,1,209.06,Other / Uncategorized,Unclassified,none
HDWR 85 240 22.31,HDWR 85 240 22.31,1,53.54,Other / Uncategorized,Unclassified,none
HDWR 92.5 190 22;31,HDWR 92.5 190 22;31,1,42.39,Other / Uncategorized,Unclassified,none
HDWR 92.5 296 MIN,HDWR 92.5 296 MIN,1,158.29,Other / Uncategorized,Unclassified,none
HIGH COST DELIVERY SURCHARGE HCDS,HIGH COST DELIVERY SURCHARGE HCDS,7,426.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
HIGH COST SERVICE AREA - CHICAGO,HIGH COST SERVICE AREA - CHICAGO,1,35.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
HM3209223,HM3209223,1,890.91,Other / Uncategorized,Unclassified,none
HMS US-CANADA BORDER CROSSING,HMS US-CANADA BORDER CROSSING,6,256.25,Other / Uncategorized,Unclassified,none
HOUSE BILL FREIGHT,HOUSE BILL FREIGHT,4,53486.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
HOUSE BILL FREIGHT USD,HOUSE BILL FREIGHT USD,1,7500.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
HSC reporting,HSC reporting,1,5.93,Other / Uncategorized,Unclassified,none
HST,HST,15,280.02,Taxes & Customs,GST / HST,rule
HST (ON) @ 13%,HST (ON) @ 13%,2,12.35,Taxes & Customs,GST / HST,rule
HST on Disb/Ancillary Service Fees,HST on Disb/Ancillary Service Fees,3,11.48,Taxes & Customs,GST / HST,rule
HVAC ASSEMBLY 70 480 MIN COMPONENTS/VALVE,HVAC ASSEMBLY 70 480 MIN COMPONENTS/VALVE,1,118.25,Other / Uncategorized,Unclassified,none
HVAC COMPONENTS/VALVE ASSEMBLY 70 585 21.71,HVAC COMPONENTS/VALVE ASSEMBLY 70 585 21.71,1,127.0,Other / Uncategorized,Unclassified,none
Handling,Handling,4,272.79999999999995,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling - Export,Handling - Export,2,136.23000000000002,Line Haul / Base Transportation,International / Export / Import Freight,rule
Handling Fee,Handling Fee,21,1827.79,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling Fee (Air Export),Handling Fee (Air Export),3,477.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Handling Import,Handling Import,2,130.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Handling Z,Handling Z,1,39.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling charges,Handling charges,5,840.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling charges 0,Handling charges 0,3,247.5,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling charges cold chain 2-8 0,Handling charges cold chain 2-8 0,2,193.8,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling charges cold chain 2-8 ,Handling charges cold chain 2-8 ,1,100.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling charges ,Handling charges ,3,276.3,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Handling/Handoven Fee - Import,Handling/Handoven Fee - Import,2,190.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
Hazardous Material,Hazardous Material,6,343.5,Other / Uncategorized,Unclassified,none
Hold & Notify,Hold & Notify,1,3.49,Other / Uncategorized,Unclassified,none
Holiday,Holiday,32,1087.58,Accessorial / Delivery Surcharge,Saturday / After Hours / Holiday,rule
Homeland Security Fee,Homeland Security Fee,3,150.0,Accessorial / Delivery Surcharge,Security Surcharge,tfidf_fallback
Hospital DL,Hospital DL,1,30.0,Other / Uncategorized,Unclassified,none
I CKUP E,I CKUP E,1,69.29,Administrative & Service Fees,Pickup Service,tfidf_fallback
I SS E,I SS E,5,541.8,Other / Uncategorized,Unclassified,none
IMO2020 Surcharge,IMO2020 Surcharge,1,21.39,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,tfidf_fallback
IMP STORAGE CHARGES,IMP STORAGE CHARGES,1,27.22,Administrative & Service Fees,Package Handling / Storage,rule
IMP/A TERMINAL CHGS,IMP/A TERMINAL CHGS,1,225.0,Other / Uncategorized,Unclassified,none
IMP/A TERMINAL HNDLG,IMP/A TERMINAL HNDLG,18,2700.0,Other / Uncategorized,Unclassified,none
IMPFEE IMPORT FEES,IMPFEE IMPORT FEES,4,813.0,Taxes & Customs,Duty & Import Tax,rule
IMPORT CLEARANCE,IMPORT CLEARANCE,1,77.0,Line Haul / Base Transportation,International / Export / Import Freight,rule
IMPORT SERVICE FEE,IMPORT SERVICE FEE,19,2479.35,Line Haul / Base Transportation,International / Export / Import Freight,rule
IMPT IMPORT FEES,IMPT IMPORT FEES,1,250.0,Taxes & Customs,Duty & Import Tax,rule
IMPT IMPORT FEES 252.0000,IMPT IMPORT FEES 252.0000,1,252.0,Taxes & Customs,Duty & Import Tax,rule
