carrier,service_name,service_tier,zone,weight_min_lbs,weight_max_lbs,rate_type,rate_usd,effective_date,source_file
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,137.0,137.0,flat_per_package,577.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,137.0,137.0,flat_per_package,1055.98,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,137.0,137.0,flat_per_package,1244.06,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,137.0,137.0,flat_per_package,1273.88,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,137.0,137.0,flat_per_package,1538.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,137.0,137.0,flat_per_package,1606.37,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,138.0,138.0,flat_per_package,412.14,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,138.0,138.0,flat_per_package,581.45,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,138.0,138.0,flat_per_package,1063.68,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,138.0,138.0,flat_per_package,1253.13,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,138.0,138.0,flat_per_package,1283.19,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,138.0,138.0,flat_per_package,1550.04,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,138.0,138.0,flat_per_package,1618.12,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,139.0,139.0,flat_per_package,415.15,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,139.0,139.0,flat_per_package,585.65,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,139.0,139.0,flat_per_package,1071.39,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,139.0,139.0,flat_per_package,1262.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,139.0,139.0,flat_per_package,1292.47,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,139.0,139.0,flat_per_package,1561.29,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,139.0,139.0,flat_per_package,1629.84,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,140.0,140.0,flat_per_package,418.13,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,140.0,140.0,flat_per_package,589.87,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,140.0,140.0,flat_per_package,1079.1,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,140.0,140.0,flat_per_package,1271.28,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,140.0,140.0,flat_per_package,1301.78,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,140.0,140.0,flat_per_package,1572.51,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,140.0,140.0,flat_per_package,1641.55,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,141.0,141.0,flat_per_package,421.12,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,141.0,141.0,flat_per_package,594.07,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,141.0,141.0,flat_per_package,1086.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,141.0,141.0,flat_per_package,1280.37,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,141.0,141.0,flat_per_package,1311.06,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,141.0,141.0,flat_per_package,1583.74,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,141.0,141.0,flat_per_package,1653.28,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,142.0,142.0,flat_per_package,424.1,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,142.0,142.0,flat_per_package,598.29,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,142.0,142.0,flat_per_package,1094.52,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,142.0,142.0,flat_per_package,1289.44,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,142.0,142.0,flat_per_package,1320.38,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,142.0,142.0,flat_per_package,1594.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,142.0,142.0,flat_per_package,1665.01,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,143.0,143.0,flat_per_package,427.09,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,143.0,143.0,flat_per_package,602.51,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,143.0,143.0,flat_per_package,1102.24,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,143.0,143.0,flat_per_package,1298.54,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,143.0,143.0,flat_per_package,1329.66,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,143.0,143.0,flat_per_package,1606.2,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,143.0,143.0,flat_per_package,1676.72,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,144.0,144.0,flat_per_package,430.07,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,144.0,144.0,flat_per_package,606.72,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,144.0,144.0,flat_per_package,1109.94,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,144.0,144.0,flat_per_package,1307.61,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,144.0,144.0,flat_per_package,1338.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,144.0,144.0,flat_per_package,1617.44,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,144.0,144.0,flat_per_package,1688.47,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,145.0,145.0,flat_per_package,433.06,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,145.0,145.0,flat_per_package,610.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,145.0,145.0,flat_per_package,1117.63,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,145.0,145.0,flat_per_package,1316.7,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,145.0,145.0,flat_per_package,1348.26,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,145.0,145.0,flat_per_package,1628.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,145.0,145.0,flat_per_package,1700.2,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,146.0,146.0,flat_per_package,436.04,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,146.0,146.0,flat_per_package,615.15,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,146.0,146.0,flat_per_package,1125.34,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,146.0,146.0,flat_per_package,1325.78,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,146.0,146.0,flat_per_package,1357.57,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,146.0,146.0,flat_per_package,1639.89,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,146.0,146.0,flat_per_package,1711.91,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,147.0,147.0,flat_per_package,439.04,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,147.0,147.0,flat_per_package,619.36,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,147.0,147.0,flat_per_package,1133.06,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,147.0,147.0,flat_per_package,1334.86,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,147.0,147.0,flat_per_package,1366.86,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,147.0,147.0,flat_per_package,1651.14,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,147.0,147.0,flat_per_package,1723.63,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,148.0,148.0,flat_per_package,442.01,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,148.0,148.0,flat_per_package,623.57,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,148.0,148.0,flat_per_package,1140.76,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,148.0,148.0,flat_per_package,1343.93,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,148.0,148.0,flat_per_package,1376.16,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,148.0,148.0,flat_per_package,1662.35,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,148.0,148.0,flat_per_package,1735.35,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,149.0,149.0,flat_per_package,445.0,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,149.0,149.0,flat_per_package,627.78,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,149.0,149.0,flat_per_package,1148.47,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,149.0,149.0,flat_per_package,1353.01,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,149.0,149.0,flat_per_package,1385.46,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,149.0,149.0,flat_per_package,1673.6,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,149.0,149.0,flat_per_package,1747.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,150.0,150.0,flat_per_package,448.0,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,150.0,150.0,flat_per_package,631.98,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,150.0,150.0,flat_per_package,1156.17,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,150.0,150.0,flat_per_package,1362.09,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,150.0,150.0,flat_per_package,1394.76,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,150.0,150.0,flat_per_package,1684.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,150.0,150.0,flat_per_package,1758.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,2,150,,per_lb,2.99,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,3,150,,per_lb,4.21,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,4,150,,per_lb,7.71,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,5,150,,per_lb,9.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,6,150,,per_lb,9.3,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,7,150,,per_lb,11.23,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS Next Day Air Saver,EOD_OVERNIGHT,8,150,,per_lb,11.73,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,0,0.5,flat_per_package,28.49,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,0,0.5,flat_per_package,30.38,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,0,0.5,flat_per_package,32.02,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,0,0.5,flat_per_package,36.97,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,0,0.5,flat_per_package,43.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,0,0.5,flat_per_package,48.13,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,0,0.5,flat_per_package,49.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,1.0,1.0,flat_per_package,30.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,1.0,1.0,flat_per_package,32.11,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,1.0,1.0,flat_per_package,35.17,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,1.0,1.0,flat_per_package,42.06,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,1.0,1.0,flat_per_package,49.19,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,1.0,1.0,flat_per_package,52.4,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,1.0,1.0,flat_per_package,53.63,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,2.0,2.0,flat_per_package,30.61,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,2.0,2.0,flat_per_package,32.75,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,2.0,2.0,flat_per_package,35.47,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,2.0,2.0,flat_per_package,44.79,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,2.0,2.0,flat_per_package,54.44,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,2.0,2.0,flat_per_package,60.38,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,2.0,2.0,flat_per_package,63.64,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,3.0,3.0,flat_per_package,31.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,3.0,3.0,flat_per_package,33.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,3.0,3.0,flat_per_package,37.58,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,3.0,3.0,flat_per_package,49.36,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,3.0,3.0,flat_per_package,62.51,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,3.0,3.0,flat_per_package,69.9,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,3.0,3.0,flat_per_package,74.32,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,4.0,4.0,flat_per_package,32.02,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,4.0,4.0,flat_per_package,34.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,4.0,4.0,flat_per_package,40.7,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,4.0,4.0,flat_per_package,57.45,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,4.0,4.0,flat_per_package,71.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,4.0,4.0,flat_per_package,81.28,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,4.0,4.0,flat_per_package,84.24,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,5.0,5.0,flat_per_package,32.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,5.0,5.0,flat_per_package,36.13,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,5.0,5.0,flat_per_package,45.22,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,5.0,5.0,flat_per_package,63.54,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,5.0,5.0,flat_per_package,80.1,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,5.0,5.0,flat_per_package,90.07,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,5.0,5.0,flat_per_package,95.63,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,6.0,6.0,flat_per_package,34.08,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,6.0,6.0,flat_per_package,37.13,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,6.0,6.0,flat_per_package,48.81,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,6.0,6.0,flat_per_package,68.73,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,6.0,6.0,flat_per_package,89.63,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,6.0,6.0,flat_per_package,99.99,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,6.0,6.0,flat_per_package,104.71,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,7.0,7.0,flat_per_package,35.53,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,7.0,7.0,flat_per_package,41.96,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,7.0,7.0,flat_per_package,52.94,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,7.0,7.0,flat_per_package,74.65,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,7.0,7.0,flat_per_package,98.97,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,7.0,7.0,flat_per_package,111.05,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,7.0,7.0,flat_per_package,114.8,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,8.0,8.0,flat_per_package,36.95,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,8.0,8.0,flat_per_package,45.4,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,8.0,8.0,flat_per_package,56.62,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,8.0,8.0,flat_per_package,81.42,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,8.0,8.0,flat_per_package,109.9,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,8.0,8.0,flat_per_package,122.37,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,8.0,8.0,flat_per_package,126.92,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,9.0,9.0,flat_per_package,38.91,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,9.0,9.0,flat_per_package,48.91,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,9.0,9.0,flat_per_package,61.2,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,9.0,9.0,flat_per_package,87.43,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,9.0,9.0,flat_per_package,121.33,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,9.0,9.0,flat_per_package,131.09,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,9.0,9.0,flat_per_package,138.65,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,10.0,10.0,flat_per_package,40.77,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,10.0,10.0,flat_per_package,50.55,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,4,10.0,10.0,flat_per_package,65.67,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,5,10.0,10.0,flat_per_package,93.36,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,6,10.0,10.0,flat_per_package,126.57,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,7,10.0,10.0,flat_per_package,142.58,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,8,10.0,10.0,flat_per_package,148.91,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,2,11.0,11.0,flat_per_package,42.98,2026-01-05,UPS_daily-rates-us-en.xlsx
UPS,UPS 2nd Day Air A.M.,2DAY_AM,3,11.0,11.0,flat_per_package,52.53,2026-01-05,UPS_daily-rates-us-en.xlsx
